SchoolYear,Sector,SubSector,ULCSCode,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2020-2021,District,District,8270,Thomas Holme School,Network 9,06,82,8,9.76,74,90.24,23,28.05,59,71.95,40,48.78,42,51.22,0,0.00,5,6.10,33,40.24,14,17.07,9,10.98,0,0.00,21,25.61,
2020-2021,District,District,8270,Thomas Holme School,Network 9,All Grades,613,76,12.40,537,87.60,97,15.82,516,84.18,298,48.61,315,51.39,0,0.00,51,8.32,166,27.08,149,24.31,49,7.99,1,0.16,197,32.14,100.00
2020-2021,District,District,8300,Mayfair School,Network 9,00,190,79,41.58,111,58.42,1,0.53,189,99.47,99,52.11,91,47.89,2,1.05,74,38.95,10,5.26,52,27.37,1,0.53,1,0.53,50,26.32,
2020-2021,District,District,8300,Mayfair School,Network 9,01,198,64,32.32,134,67.68,9,4.55,189,95.45,90,45.45,108,54.55,0,0.00,80,40.40,22,11.11,45,22.73,3,1.52,0,0.00,48,24.24,
2020-2021,District,District,8300,Mayfair School,Network 9,02,270,119,44.07,151,55.93,14,5.19,256,94.81,131,48.52,139,51.48,1,0.37,101,37.41,29,10.74,70,25.93,4,1.48,1,0.37,64,23.70,
2020-2021,District,District,8300,Mayfair School,Network 9,03,229,106,46.29,123,53.71,13,5.68,216,94.32,121,52.84,108,47.16,1,0.44,103,44.98,22,9.61,59,25.76,2,0.87,0,0.00,42,18.34,
2020-2021,District,District,8300,Mayfair School,Network 9,04,243,122,50.21,121,49.79,20,8.23,223,91.77,116,47.74,127,52.26,0,0.00,84,34.57,32,13.17,71,29.22,14,5.76,0,0.00,42,17.28,
2020-2021,District,District,8300,Mayfair School,Network 9,05,250,99,39.60,151,60.40,26,10.40,224,89.60,109,43.60,141,56.40,0,0.00,77,30.80,31,12.40,72,28.80,11,4.40,2,0.80,57,22.80,
2020-2021,District,District,8300,Mayfair School,Network 9,06,232,68,29.31,164,70.69,27,11.64,205,88.36,100,43.10,132,56.90,0,0.00,69,29.74,28,12.07,81,34.91,4,1.72,2,0.86,48,20.69,
2020-2021,District,District,8300,Mayfair School,Network 9,07,285,95,33.33,190,66.67,34,11.93,251,88.07,133,46.67,152,53.33,0,0.00,88,30.88,33,11.58,84,29.47,15,5.26,0,0.00,65,22.81,
2020-2021,District,District,8300,Mayfair School,Network 9,08,259,81,31.27,178,68.73,24,9.27,235,90.73,123,47.49,136,52.51,0,0.00,72,27.80,38,14.67,71,27.41,12,4.63,1,0.39,65,25.10,
2020-2021,District,District,8300,Mayfair School,Network 9,All Grades,2156,833,38.64,1323,61.36,168,7.79,1988,92.21,1022,47.40,1134,52.60,4,0.19,748,34.69,245,11.36,605,28.06,66,3.06,7,0.32,481,22.31,100.00
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,00,179,50,27.93,129,72.07,2,1.12,177,98.88,80,44.69,99,55.31,0,0.00,41,22.91,52,29.05,65,36.31,3,1.68,0,0.00,18,10.06,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,01,160,33,20.63,127,79.38,17,10.63,143,89.38,83,51.88,77,48.13,0,0.00,31,19.38,50,31.25,44,27.50,2,1.25,0,0.00,33,20.63,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,02,171,31,18.13,140,81.87,17,9.94,154,90.06,82,47.95,89,52.05,0,0.00,31,18.13,57,33.33,57,33.33,7,4.09,0,0.00,19,11.11,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,03,188,62,32.98,126,67.02,35,18.62,153,81.38,94,50.00,94,50.00,0,0.00,41,21.81,55,29.26,70,37.23,4,2.13,0,0.00,18,9.57,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,04,213,57,26.76,156,73.24,38,17.84,175,82.16,112,52.58,101,47.42,1,0.47,30,14.08,72,33.80,62,29.11,16,7.51,0,0.00,32,15.02,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,05,178,44,24.72,134,75.28,16,8.99,162,91.01,94,52.81,84,47.19,0,0.00,36,20.22,60,33.71,50,28.09,13,7.30,0,0.00,19,10.67,
2020-2021,District,District,8310,J. Hampton Moore School,Network 8,All Grades,1089,277,25.44,812,74.56,125,11.48,964,88.52,545,50.05,544,49.95,1,0.09,210,19.28,346,31.77,348,31.96,45,4.13,0,0.00,139,12.76,100.00
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,00,149,58,38.93,91,61.07,0,0.00,149,100.00,66,44.30,83,55.70,0,0.00,42,28.19,19,12.75,61,40.94,3,2.01,0,0.00,24,16.11,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,01,202,91,45.05,111,54.95,20,9.90,182,90.10,100,49.50,102,50.50,0,0.00,50,24.75,29,14.36,82,40.59,4,1.98,0,0.00,37,18.32,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,02,203,96,47.29,107,52.71,18,8.87,185,91.13,102,50.25,101,49.75,1,0.49,59,29.06,28,13.79,78,38.42,7,3.45,0,0.00,30,14.78,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,03,193,88,45.60,105,54.40,18,9.33,175,90.67,97,50.26,96,49.74,1,0.52,39,20.21,28,14.51,89,46.11,6,3.11,0,0.00,30,15.54,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,04,196,103,52.55,93,47.45,22,11.22,174,88.78,101,51.53,95,48.47,1,0.51,41,20.92,36,18.37,77,39.29,9,4.59,1,0.51,31,15.82,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,05,199,89,44.72,110,55.28,30,15.08,169,84.92,93,46.73,106,53.27,1,0.50,41,20.60,34,17.09,79,39.70,13,6.53,1,0.50,30,15.08,
2020-2021,District,District,8340,Solomon Solis-Cohen School,Network 8,All Grades,1142,525,45.97,617,54.03,108,9.46,1034,90.54,559,48.95,583,51.05,4,0.35,272,23.82,174,15.24,466,40.81,42,3.68,2,0.18,182,15.94,100.00
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,00,96,16,16.67,80,83.33,1,1.04,95,98.96,50,52.08,46,47.92,1,1.04,12,12.50,30,31.25,38,39.58,2,2.08,1,1.04,12,12.50,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,01,119,46,38.66,73,61.34,13,10.92,106,89.08,64,53.78,55,46.22,1,0.84,16,13.45,38,31.93,42,35.29,3,2.52,1,0.84,18,15.13,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,02,137,36,26.28,101,73.72,14,10.22,123,89.78,78,56.93,59,43.07,1,0.73,20,14.60,56,40.88,39,28.47,3,2.19,1,0.73,17,12.41,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,03,144,35,24.31,109,75.69,15,10.42,129,89.58,70,48.61,74,51.39,1,0.69,22,15.28,58,40.28,44,30.56,0,0.00,0,0.00,19,13.19,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,04,139,33,23.74,106,76.26,17,12.23,122,87.77,73,52.52,66,47.48,0,0.00,16,11.51,57,41.01,43,30.94,7,5.04,1,0.72,15,10.79,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,05,147,29,19.73,118,80.27,16,10.88,131,89.12,76,51.70,71,48.30,1,0.68,18,12.24,58,39.46,42,28.57,18,12.24,0,0.00,10,6.80,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,06,159,38,23.90,121,76.10,29,18.24,130,81.76,53,33.33,106,66.67,1,0.63,21,13.21,63,39.62,56,35.22,8,5.03,1,0.63,9,5.66,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,07,146,43,29.45,103,70.55,22,15.07,124,84.93,76,52.05,70,47.95,1,0.68,13,8.90,55,37.67,53,36.30,9,6.16,1,0.68,14,9.59,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,08,156,48,30.77,108,69.23,25,16.03,131,83.97,75,48.08,81,51.92,1,0.64,19,12.18,61,39.10,58,37.18,5,3.21,0,0.00,12,7.69,
2020-2021,District,District,8350,Gilbert Spruance School,Network 9,All Grades,1243,324,26.07,919,73.93,152,12.23,1091,87.77,615,49.48,628,50.52,8,0.64,157,12.63,476,38.29,415,33.39,55,4.42,6,0.48,126,10.14,100.00
2020-2021,District,District,8360,Rhawnhurst School,Network 8,00,96,30,31.25,66,68.75,0,0.00,96,100.00,45,46.88,51,53.13,0,0.00,32,33.33,21,21.88,14,14.58,4,4.17,0,0.00,25,26.04,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,01,94,24,25.53,70,74.47,4,4.26,90,95.74,44,46.81,50,53.19,0,0.00,34,36.17,14,14.89,13,13.83,3,3.19,0,0.00,30,31.91,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,02,93,22,23.66,71,76.34,7,7.53,86,92.47,40,43.01,53,56.99,0,0.00,35,37.63,22,23.66,22,23.66,4,4.30,0,0.00,10,10.75,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,03,105,27,25.71,78,74.29,12,11.43,93,88.57,40,38.10,65,61.90,0,0.00,30,28.57,28,26.67,20,19.05,6,5.71,0,0.00,21,20.00,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,04,114,43,37.72,71,62.28,5,4.39,109,95.61,57,50.00,57,50.00,0,0.00,39,34.21,21,18.42,21,18.42,5,4.39,0,0.00,28,24.56,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,05,110,24,21.82,86,78.18,14,12.73,96,87.27,50,45.45,60,54.55,1,0.91,31,28.18,25,22.73,22,20.00,12,10.91,2,1.82,17,15.45,
2020-2021,District,District,8360,Rhawnhurst School,Network 8,All Grades,612,170,27.78,442,72.22,42,6.86,570,93.14,276,45.10,336,54.90,1,0.16,201,32.84,131,21.41,112,18.30,34,5.56,2,0.33,131,21.41,100.00
2020-2021,District,District,8370,Watson Comly School,Network 8,00,61,8,13.11,53,86.89,0,0.00,61,100.00,31,50.82,30,49.18,0,0.00,10,16.39,0,0.00,11,18.03,1,1.64,0,0.00,39,63.93,
2020-2021,District,District,8370,Watson Comly School,Network 8,01,75,19,25.33,56,74.67,8,10.67,67,89.33,37,49.33,38,50.67,0,0.00,13,17.33,7,9.33,8,10.67,3,4.00,0,0.00,44,58.67,
2020-2021,District,District,8370,Watson Comly School,Network 8,02,79,23,29.11,56,70.89,9,11.39,70,88.61,40,50.63,39,49.37,0,0.00,12,15.19,12,15.19,9,11.39,1,1.27,0,0.00,45,56.96,
2020-2021,District,District,8370,Watson Comly School,Network 8,03,82,23,28.05,59,71.95,5,6.10,77,93.90,48,58.54,34,41.46,1,1.22,13,15.85,7,8.54,5,6.10,2,2.44,0,0.00,54,65.85,
2020-2021,District,District,8370,Watson Comly School,Network 8,04,82,27,32.93,55,67.07,11,13.41,71,86.59,41,50.00,41,50.00,0,0.00,18,21.95,14,17.07,5,6.10,4,4.88,0,0.00,41,50.00,
2020-2021,District,District,8370,Watson Comly School,Network 8,05,79,19,24.05,60,75.95,11,13.92,68,86.08,33,41.77,46,58.23,0,0.00,14,17.72,7,8.86,8,10.13,6,7.59,0,0.00,44,55.70,
2020-2021,District,District,8370,Watson Comly School,Network 8,All Grades,458,119,25.98,339,74.02,44,9.61,414,90.39,230,50.22,228,49.78,1,0.22,80,17.47,47,10.26,46,10.04,17,3.71,0,0.00,267,58.30,79.30
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,00,101,44,43.56,57,56.44,1,0.99,100,99.01,52,51.49,49,48.51,0,0.00,22,21.78,13,12.87,16,15.84,2,1.98,1,0.99,47,46.53,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,01,113,27,23.89,86,76.11,15,13.27,98,86.73,51,45.13,62,54.87,0,0.00,28,24.78,18,15.93,17,15.04,7,6.19,1,0.88,42,37.17,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,02,134,33,24.63,101,75.37,18,13.43,116,86.57,63,47.01,71,52.99,0,0.00,31,23.13,24,17.91,27,20.15,0,0.00,1,0.75,51,38.06,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,03,123,40,32.52,83,67.48,12,9.76,111,90.24,66,53.66,57,46.34,0,0.00,21,17.07,24,19.51,27,21.95,7,5.69,0,0.00,44,35.77,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,04,115,31,26.96,84,73.04,9,7.83,106,92.17,67,58.26,48,41.74,0,0.00,24,20.87,16,13.91,21,18.26,5,4.35,0,0.00,49,42.61,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,05,137,41,29.93,96,70.07,26,18.98,111,81.02,62,45.26,75,54.74,0,0.00,24,17.52,24,17.52,27,19.71,15,10.95,3,2.19,44,32.12,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,06,131,34,25.95,97,74.05,20,15.27,111,84.73,64,48.85,67,51.15,0,0.00,21,16.03,23,17.56,23,17.56,16,12.21,0,0.00,48,36.64,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,07,150,47,31.33,103,68.67,14,9.33,136,90.67,69,46.00,81,54.00,1,0.67,29,19.33,16,10.67,29,19.33,18,12.00,0,0.00,57,38.00,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,08,137,40,29.20,97,70.80,19,13.87,118,86.13,60,43.80,77,56.20,0,0.00,16,11.68,27,19.71,31,22.63,18,13.14,1,0.73,44,32.12,
2020-2021,District,District,8380,Louis H. Farrell School,Network 8,All Grades,1141,337,29.54,804,70.46,134,11.74,1007,88.26,554,48.55,587,51.45,1,0.09,216,18.93,185,16.21,218,19.11,88,7.71,7,0.61,426,37.34,100.00
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,00,72,8,11.11,64,88.89,0,0.00,72,100.00,27,37.50,45,62.50,1,1.39,5,6.94,6,8.33,14,19.44,7,9.72,0,0.00,39,54.17,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,01,88,8,9.09,80,90.91,11,12.50,77,87.50,37,42.05,51,57.95,0,0.00,3,3.41,17,19.32,19,21.59,4,4.55,0,0.00,45,51.14,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,02,87,7,8.05,80,91.95,11,12.64,76,87.36,37,42.53,50,57.47,0,0.00,11,12.64,20,22.99,13,14.94,5,5.75,1,1.15,37,42.53,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,03,80,10,12.50,70,87.50,11,13.75,69,86.25,30,37.50,50,62.50,0,0.00,4,5.00,29,36.25,15,18.75,2,2.50,0,0.00,30,37.50,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,04,70,5,7.14,65,92.86,14,20.00,56,80.00,32,45.71,38,54.29,0,0.00,5,7.14,19,27.14,11,15.71,8,11.43,0,0.00,27,38.57,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,05,81,14,17.28,67,82.72,13,16.05,68,83.95,40,49.38,41,50.62,0,0.00,7,8.64,23,28.40,14,17.28,5,6.17,1,1.23,31,38.27,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,06,84,3,3.57,81,96.43,24,28.57,60,71.43,44,52.38,40,47.62,1,1.19,3,3.57,23,27.38,12,14.29,9,10.71,0,0.00,36,42.86,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,07,93,15,16.13,78,83.87,15,16.13,78,83.87,44,47.31,49,52.69,0,0.00,10,10.75,14,15.05,20,21.51,8,8.60,1,1.08,40,43.01,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,08,93,10,10.75,83,89.25,12,12.90,81,87.10,51,54.84,42,45.16,0,0.00,8,8.60,19,20.43,16,17.20,9,9.68,0,0.00,41,44.09,
2020-2021,District,District,8390,A.L. Fitzpatrick School,Network 8,All Grades,748,80,10.70,668,89.30,111,14.84,637,85.16,342,45.72,406,54.28,2,0.27,56,7.49,170,22.73,134,17.91,57,7.62,3,0.40,326,43.58,95.19
2020-2021,District,District,8400,Anne Frank School,Network 8,00,208,73,35.10,135,64.90,0,0.00,208,100.00,103,49.52,105,50.48,0,0.00,60,28.85,35,16.83,21,10.10,7,3.37,1,0.48,84,40.38,
2020-2021,District,District,8400,Anne Frank School,Network 8,01,230,71,30.87,159,69.13,6,2.61,224,97.39,107,46.52,123,53.48,0,0.00,85,36.96,40,17.39,16,6.96,1,0.43,2,0.87,86,37.39,
2020-2021,District,District,8400,Anne Frank School,Network 8,02,209,59,28.23,150,71.77,13,6.22,196,93.78,96,45.93,113,54.07,0,0.00,70,33.49,23,11.00,28,13.40,4,1.91,0,0.00,84,40.19,
2020-2021,District,District,8400,Anne Frank School,Network 8,03,226,57,25.22,169,74.78,12,5.31,214,94.69,102,45.13,124,54.87,0,0.00,80,35.40,26,11.50,20,8.85,4,1.77,0,0.00,96,42.48,
2020-2021,District,District,8400,Anne Frank School,Network 8,04,235,55,23.40,180,76.60,17,7.23,218,92.77,121,51.49,114,48.51,2,0.85,64,27.23,37,15.74,13,5.53,10,4.26,0,0.00,109,46.38,
2020-2021,District,District,8400,Anne Frank School,Network 8,05,229,74,32.31,155,67.69,12,5.24,217,94.76,104,45.41,125,54.59,0,0.00,62,27.07,27,11.79,21,9.17,5,2.18,1,0.44,113,49.34,
2020-2021,District,District,8400,Anne Frank School,Network 8,All Grades,1337,389,29.09,948,70.91,60,4.49,1277,95.51,633,47.34,704,52.66,2,0.15,421,31.49,188,14.06,119,8.90,31,2.32,4,0.30,572,42.78,84.85
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,00,81,18,22.22,63,77.78,0,0.00,81,100.00,42,51.85,39,48.15,0,0.00,13,16.05,31,38.27,15,18.52,0,0.00,0,0.00,22,27.16,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,01,84,15,17.86,69,82.14,16,19.05,68,80.95,31,36.90,53,63.10,0,0.00,12,14.29,33,39.29,21,25.00,5,5.95,0,0.00,13,15.48,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,02,81,9,11.11,72,88.89,13,16.05,68,83.95,42,51.85,39,48.15,0,0.00,8,9.88,27,33.33,22,27.16,6,7.41,0,0.00,18,22.22,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,03,100,12,12.00,88,88.00,25,25.00,75,75.00,50,50.00,50,50.00,0,0.00,9,9.00,36,36.00,32,32.00,3,3.00,0,0.00,20,20.00,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,04,81,8,9.88,73,90.12,14,17.28,67,82.72,34,41.98,47,58.02,0,0.00,9,11.11,30,37.04,16,19.75,4,4.94,0,0.00,22,27.16,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,05,69,13,18.84,56,81.16,13,18.84,56,81.16,32,46.38,37,53.62,1,1.45,4,5.80,23,33.33,12,17.39,8,11.59,0,0.00,21,30.43,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,06,79,6,7.59,73,92.41,18,22.78,61,77.22,37,46.84,42,53.16,0,0.00,10,12.66,27,34.18,11,13.92,12,15.19,0,0.00,19,24.05,
2020-2021,District,District,8410,Robert B. Pollock School,Network 9,All Grades,575,81,14.09,494,85.91,99,17.22,476,82.78,268,46.61,307,53.39,1,0.17,65,11.30,207,36.00,129,22.43,38,6.61,0,0.00,135,23.48,100.00
2020-2021,District,District,8420,Stephen Decatur School,Network 8,00,93,6,6.45,87,93.55,0,0.00,93,100.00,49,52.69,44,47.31,0,0.00,13,13.98,3,3.23,16,17.20,6,6.45,1,1.08,54,58.06,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,01,107,9,8.41,98,91.59,13,12.15,94,87.85,57,53.27,50,46.73,0,0.00,15,14.02,13,12.15,11,10.28,11,10.28,1,0.93,56,52.34,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,02,93,15,16.13,78,83.87,8,8.60,85,91.40,41,44.09,52,55.91,0,0.00,12,12.90,15,16.13,17,18.28,3,3.23,0,0.00,46,49.46,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,03,108,14,12.96,94,87.04,15,13.89,93,86.11,56,51.85,52,48.15,0,0.00,16,14.81,15,13.89,17,15.74,5,4.63,0,0.00,55,50.93,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,04,96,15,15.63,81,84.38,26,27.08,70,72.92,42,43.75,54,56.25,0,0.00,11,11.46,16,16.67,8,8.33,6,6.25,1,1.04,54,56.25,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,05,95,6,6.32,89,93.68,16,16.84,79,83.16,42,44.21,53,55.79,0,0.00,8,8.42,19,20.00,10,10.53,17,17.89,2,2.11,39,41.05,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,06,99,10,10.10,89,89.90,20,20.20,79,79.80,51,51.52,48,48.48,0,0.00,7,7.07,17,17.17,19,19.19,7,7.07,0,0.00,49,49.49,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,07,135,8,5.93,127,94.07,23,17.04,112,82.96,77,57.04,58,42.96,0,0.00,9,6.67,24,17.78,22,16.30,8,5.93,2,1.48,70,51.85,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,08,113,9,7.96,104,92.04,29,25.66,84,74.34,59,52.21,54,47.79,0,0.00,12,10.62,16,14.16,26,23.01,9,7.96,1,0.88,49,43.36,
2020-2021,District,District,8420,Stephen Decatur School,Network 8,All Grades,939,92,9.80,847,90.20,150,15.97,789,84.03,474,50.48,465,49.52,0,0.00,103,10.97,138,14.70,146,15.55,72,7.67,8,0.85,472,50.27,86.73
2020-2021,District,District,8430,Joseph Greenberg School,Network 8,00,78,6,7.69,72,92.31,0,0.00,78,100.00,37,47.44,41,52.56,0,0.00,27,34.62,7,8.97,2,2.56,0,0.00,0,0.00,42,53.85,
2020-2021,District,District,8430,Joseph Greenberg School,Network 8,01,89,8,8.99,81,91.01,6,6.74,83,93.26,43,48.31,46,51.69,0,0.00,30,33.71,9,10.11,7,7.87,0,0.00,0,0.00,43,48.31,
