SchoolYear,Sector,SubSector,SRCSchoolID,SchoolName,LearningNetwork,GradeLevel,StudentEnrollment,ELCount,ELPCT,NotELCount,NotELPCT,IEPCount,IEPPCT,NotIEPCount,NotIEPPCT,FemaleCount,FemalePCT,MaleCount,MalePCT,AmericanIndianCount,AmericanIndianPCT,AsianCount,AsianPCT,BlackAfricanAmericanCount,BlackAfricanAmericanPCT,HispanicCount,HispanicPCT,MultiRaceCount,MultiRacePCT,PacificIslanderCount,PacificIslanderPCT,WhiteCount,WhitePCT,CEPEconomicallyDisadvantagedRate
2019-2020,District,District,138,Thomas G. Morton School,Network 11,03,77,6,7.79,71,92.21,6,7.79,71,92.21,26,33.77,51,66.23,0,0.00,1,1.30,69,89.61,1,1.30,3,3.90,0,0.00,3,3.90,
2019-2020,District,District,138,Thomas G. Morton School,Network 11,04,96,11,11.46,85,88.54,16,16.67,80,83.33,45,46.88,51,53.13,0,0.00,4,4.17,81,84.38,6,6.25,3,3.13,0,0.00,2,2.08,
2019-2020,District,District,138,Thomas G. Morton School,Network 11,05,101,12,11.88,89,88.12,25,24.75,76,75.25,53,52.48,48,47.52,0,0.00,1,0.99,94,93.07,2,1.98,2,1.98,0,0.00,2,1.98,
2019-2020,District,District,138,Thomas G. Morton School,Network 11,All Grades,520,54,10.38,466,89.62,65,12.50,455,87.50,240,46.15,280,53.85,0,0.00,19,3.65,464,89.23,17,3.27,8,1.54,0,0.00,12,2.31,100.00
2019-2020,District,District,139,Samuel Powel School,Network 2,00,52,1,1.92,51,98.08,1,1.92,51,98.08,26,50.00,26,50.00,0,0.00,5,9.62,29,55.77,7,13.46,2,3.85,0,0.00,9,17.31,
2019-2020,District,District,139,Samuel Powel School,Network 2,01,48,0,0.00,48,100.00,3,6.25,45,93.75,28,58.33,20,41.67,0,0.00,4,8.33,35,72.92,1,2.08,5,10.42,0,0.00,3,6.25,
2019-2020,District,District,139,Samuel Powel School,Network 2,02,52,0,0.00,52,100.00,12,23.08,40,76.92,29,55.77,23,44.23,0,0.00,5,9.62,42,80.77,2,3.85,0,0.00,0,0.00,3,5.77,
2019-2020,District,District,139,Samuel Powel School,Network 2,03,44,1,2.27,43,97.73,8,18.18,36,81.82,17,38.64,27,61.36,0,0.00,2,4.55,34,77.27,1,2.27,2,4.55,0,0.00,5,11.36,
2019-2020,District,District,139,Samuel Powel School,Network 2,04,47,0,0.00,47,100.00,6,12.77,41,87.23,17,36.17,30,63.83,0,0.00,2,4.26,36,76.60,2,4.26,4,8.51,0,0.00,3,6.38,
2019-2020,District,District,139,Samuel Powel School,Network 2,All Grades,243,2,0.82,241,99.18,30,12.35,213,87.65,117,48.15,126,51.85,0,0.00,18,7.41,176,72.43,13,5.35,13,5.35,0,0.00,23,9.47,96.79
2019-2020,District,District,140,John M. Patterson School,Network 10,00,91,4,4.40,87,95.60,2,2.20,89,97.80,37,40.66,54,59.34,0,0.00,8,8.79,77,84.62,2,2.20,0,0.00,0,0.00,2,2.20,
2019-2020,District,District,140,John M. Patterson School,Network 10,01,90,4,4.44,86,95.56,5,5.56,85,94.44,40,44.44,50,55.56,0,0.00,2,2.22,82,91.11,6,6.67,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,140,John M. Patterson School,Network 10,02,93,6,6.45,87,93.55,11,11.83,82,88.17,45,48.39,48,51.61,0,0.00,4,4.30,80,86.02,8,8.60,1,1.08,0,0.00,0,0.00,
2019-2020,District,District,140,John M. Patterson School,Network 10,03,94,12,12.77,82,87.23,7,7.45,87,92.55,33,35.11,61,64.89,0,0.00,9,9.57,77,81.91,3,3.19,2,2.13,0,0.00,3,3.19,
2019-2020,District,District,140,John M. Patterson School,Network 10,04,91,8,8.79,83,91.21,9,9.89,82,90.11,44,48.35,47,51.65,0,0.00,6,6.59,72,79.12,2,2.20,9,9.89,0,0.00,2,2.20,
2019-2020,District,District,140,John M. Patterson School,Network 10,All Grades,459,34,7.41,425,92.59,34,7.41,425,92.59,199,43.36,260,56.64,0,0.00,29,6.32,388,84.53,21,4.58,12,2.61,0,0.00,7,1.53,100.00
2019-2020,District,District,141,James Rhoads School,Acceleration,00,56,0,0.00,56,100.00,2,3.57,54,96.43,32,57.14,24,42.86,0,0.00,0,0.00,53,94.64,3,5.36,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,01,63,0,0.00,63,100.00,8,12.70,55,87.30,27,42.86,36,57.14,0,0.00,0,0.00,59,93.65,4,6.35,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,02,50,0,0.00,50,100.00,8,16.00,42,84.00,19,38.00,31,62.00,0,0.00,0,0.00,49,98.00,1,2.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,03,56,0,0.00,56,100.00,9,16.07,47,83.93,27,48.21,29,51.79,0,0.00,0,0.00,53,94.64,2,3.57,1,1.79,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,04,58,0,0.00,58,100.00,10,17.24,48,82.76,26,44.83,32,55.17,0,0.00,0,0.00,56,96.55,2,3.45,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,05,42,0,0.00,42,100.00,11,26.19,31,73.81,15,35.71,27,64.29,0,0.00,0,0.00,39,92.86,2,4.76,1,2.38,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,06,42,0,0.00,42,100.00,5,11.90,37,88.10,20,47.62,22,52.38,1,2.38,0,0.00,40,95.24,0,0.00,1,2.38,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,07,52,0,0.00,52,100.00,9,17.31,43,82.69,31,59.62,21,40.38,0,0.00,0,0.00,52,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,141,James Rhoads School,Acceleration,08,32,0,0.00,32,100.00,4,12.50,28,87.50,20,62.50,12,37.50,0,0.00,0,0.00,31,96.88,0,0.00,0,0.00,0,0.00,1,3.13,
2019-2020,District,District,141,James Rhoads School,Acceleration,All Grades,451,0,0.00,451,100.00,66,14.63,385,85.37,217,48.12,234,51.88,1,0.22,0,0.00,432,95.79,14,3.10,3,0.67,0,0.00,1,0.22,100.00
2019-2020,District,District,142,Martha Washington School,Network 2,00,20,0,0.00,20,100.00,4,20.00,16,80.00,10,50.00,10,50.00,0,0.00,0,0.00,19,95.00,0,0.00,0,0.00,0,0.00,1,5.00,
2019-2020,District,District,142,Martha Washington School,Network 2,01,27,0,0.00,27,100.00,5,18.52,22,81.48,8,29.63,19,70.37,0,0.00,0,0.00,27,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,142,Martha Washington School,Network 2,02,31,1,3.23,30,96.77,12,38.71,19,61.29,15,48.39,16,51.61,0,0.00,0,0.00,30,96.77,0,0.00,0,0.00,0,0.00,1,3.23,
2019-2020,District,District,142,Martha Washington School,Network 2,03,39,0,0.00,39,100.00,14,35.90,25,64.10,20,51.28,19,48.72,0,0.00,0,0.00,36,92.31,1,2.56,2,5.13,0,0.00,0,0.00,
2019-2020,District,District,142,Martha Washington School,Network 2,04,36,1,2.78,35,97.22,13,36.11,23,63.89,15,41.67,21,58.33,0,0.00,0,0.00,32,88.89,1,2.78,2,5.56,0,0.00,1,2.78,
2019-2020,District,District,142,Martha Washington School,Network 2,05,34,0,0.00,34,100.00,9,26.47,25,73.53,18,52.94,16,47.06,0,0.00,0,0.00,32,94.12,0,0.00,2,5.88,0,0.00,0,0.00,
2019-2020,District,District,142,Martha Washington School,Network 2,06,29,0,0.00,29,100.00,10,34.48,19,65.52,10,34.48,19,65.52,0,0.00,0,0.00,27,93.10,1,3.45,0,0.00,0,0.00,1,3.45,
2019-2020,District,District,142,Martha Washington School,Network 2,07,42,0,0.00,42,100.00,16,38.10,26,61.90,16,38.10,26,61.90,0,0.00,0,0.00,31,73.81,1,2.38,10,23.81,0,0.00,0,0.00,
2019-2020,District,District,142,Martha Washington School,Network 2,08,26,0,0.00,26,100.00,10,38.46,16,61.54,12,46.15,14,53.85,0,0.00,0,0.00,22,84.62,0,0.00,4,15.38,0,0.00,0,0.00,
2019-2020,District,District,142,Martha Washington School,Network 2,All Grades,284,2,0.70,282,99.30,93,32.75,191,67.25,124,43.66,160,56.34,0,0.00,0,0.00,256,90.14,4,1.41,20,7.04,0,0.00,4,1.41,100.00
2019-2020,District,District,144,Penrose School,Network 10,00,40,2,5.00,38,95.00,8,20.00,32,80.00,20,50.00,20,50.00,0,0.00,3,7.50,35,87.50,1,2.50,0,0.00,0,0.00,1,2.50,
2019-2020,District,District,144,Penrose School,Network 10,01,40,6,15.00,34,85.00,5,12.50,35,87.50,21,52.50,19,47.50,1,2.50,3,7.50,33,82.50,1,2.50,0,0.00,0,0.00,2,5.00,
2019-2020,District,District,144,Penrose School,Network 10,02,40,4,10.00,36,90.00,9,22.50,31,77.50,14,35.00,26,65.00,0,0.00,0,0.00,40,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,144,Penrose School,Network 10,03,48,7,14.58,41,85.42,17,35.42,31,64.58,17,35.42,31,64.58,0,0.00,1,2.08,39,81.25,3,6.25,4,8.33,0,0.00,1,2.08,
2019-2020,District,District,144,Penrose School,Network 10,04,58,5,8.62,53,91.38,15,25.86,43,74.14,31,53.45,27,46.55,0,0.00,2,3.45,47,81.03,2,3.45,7,12.07,0,0.00,0,0.00,
2019-2020,District,District,144,Penrose School,Network 10,05,56,5,8.93,51,91.07,22,39.29,34,60.71,22,39.29,34,60.71,0,0.00,1,1.79,49,87.50,0,0.00,4,7.14,0,0.00,2,3.57,
2019-2020,District,District,144,Penrose School,Network 10,06,57,4,7.02,53,92.98,16,28.07,41,71.93,27,47.37,30,52.63,2,3.51,2,3.51,46,80.70,4,7.02,2,3.51,0,0.00,1,1.75,
2019-2020,District,District,144,Penrose School,Network 10,07,66,4,6.06,62,93.94,22,33.33,44,66.67,39,59.09,27,40.91,0,0.00,1,1.52,51,77.27,0,0.00,11,16.67,0,0.00,3,4.55,
2019-2020,District,District,144,Penrose School,Network 10,08,45,2,4.44,43,95.56,12,26.67,33,73.33,24,53.33,21,46.67,0,0.00,1,2.22,34,75.56,3,6.67,5,11.11,0,0.00,2,4.44,
2019-2020,District,District,144,Penrose School,Network 10,All Grades,450,39,8.67,411,91.33,126,28.00,324,72.00,215,47.78,235,52.22,3,0.67,14,3.11,374,83.11,14,3.11,33,7.33,0,0.00,12,2.67,100.00
2019-2020,District,District,146,Add B. Anderson School,Network 2,00,52,0,0.00,52,100.00,1,1.92,51,98.08,29,55.77,23,44.23,0,0.00,0,0.00,50,96.15,0,0.00,2,3.85,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,01,51,0,0.00,51,100.00,4,7.84,47,92.16,25,49.02,26,50.98,0,0.00,0,0.00,49,96.08,1,1.96,1,1.96,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,02,48,0,0.00,48,100.00,4,8.33,44,91.67,27,56.25,21,43.75,1,2.08,0,0.00,46,95.83,0,0.00,1,2.08,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,03,50,1,2.00,49,98.00,2,4.00,48,96.00,25,50.00,25,50.00,0,0.00,0,0.00,47,94.00,2,4.00,1,2.00,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,04,57,1,1.75,56,98.25,7,12.28,50,87.72,27,47.37,30,52.63,0,0.00,0,0.00,53,92.98,3,5.26,1,1.75,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,05,52,1,1.92,51,98.08,10,19.23,42,80.77,24,46.15,28,53.85,1,1.92,0,0.00,47,90.38,2,3.85,1,1.92,0,0.00,1,1.92,
2019-2020,District,District,146,Add B. Anderson School,Network 2,06,55,0,0.00,55,100.00,7,12.73,48,87.27,26,47.27,29,52.73,0,0.00,0,0.00,53,96.36,0,0.00,1,1.82,1,1.82,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,07,56,0,0.00,56,100.00,10,17.86,46,82.14,27,48.21,29,51.79,0,0.00,0,0.00,52,92.86,1,1.79,1,1.79,0,0.00,2,3.57,
2019-2020,District,District,146,Add B. Anderson School,Network 2,08,43,0,0.00,43,100.00,9,20.93,34,79.07,21,48.84,22,51.16,0,0.00,0,0.00,43,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,146,Add B. Anderson School,Network 2,All Grades,464,3,0.65,461,99.35,54,11.64,410,88.36,231,49.78,233,50.22,2,0.43,0,0.00,440,94.83,9,1.94,9,1.94,1,0.22,3,0.65,100.00
2019-2020,District,District,147,Alain Locke School,Network 2,00,48,4,8.33,44,91.67,8,16.67,40,83.33,17,35.42,31,64.58,1,2.08,6,12.50,34,70.83,5,10.42,1,2.08,0,0.00,1,2.08,
2019-2020,District,District,147,Alain Locke School,Network 2,01,61,2,3.28,59,96.72,10,16.39,51,83.61,29,47.54,32,52.46,1,1.64,2,3.28,54,88.52,4,6.56,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,02,58,3,5.17,55,94.83,11,18.97,47,81.03,26,44.83,32,55.17,0,0.00,3,5.17,47,81.03,4,6.90,2,3.45,0,0.00,2,3.45,
2019-2020,District,District,147,Alain Locke School,Network 2,03,56,6,10.71,50,89.29,8,14.29,48,85.71,27,48.21,29,51.79,0,0.00,3,5.36,49,87.50,2,3.57,2,3.57,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,04,50,2,4.00,48,96.00,13,26.00,37,74.00,24,48.00,26,52.00,1,2.00,4,8.00,41,82.00,2,4.00,2,4.00,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,05,43,2,4.65,41,95.35,9,20.93,34,79.07,30,69.77,13,30.23,0,0.00,2,4.65,38,88.37,2,4.65,1,2.33,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,06,40,4,10.00,36,90.00,14,35.00,26,65.00,15,37.50,25,62.50,0,0.00,3,7.50,33,82.50,3,7.50,1,2.50,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,07,42,3,7.14,39,92.86,12,28.57,30,71.43,21,50.00,21,50.00,0,0.00,1,2.38,36,85.71,2,4.76,3,7.14,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,08,44,6,13.64,38,86.36,8,18.18,36,81.82,21,47.73,23,52.27,0,0.00,4,9.09,36,81.82,1,2.27,3,6.82,0,0.00,0,0.00,
2019-2020,District,District,147,Alain Locke School,Network 2,All Grades,442,32,7.24,410,92.76,93,21.04,349,78.96,210,47.51,232,52.49,3,0.68,28,6.33,368,83.26,25,5.66,15,3.39,0,0.00,3,0.68,100.00
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,00,50,0,0.00,50,100.00,4,8.00,46,92.00,20,40.00,30,60.00,0,0.00,0,0.00,46,92.00,1,2.00,1,2.00,0,0.00,2,4.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,01,50,0,0.00,50,100.00,4,8.00,46,92.00,22,44.00,28,56.00,0,0.00,0,0.00,48,96.00,1,2.00,0,0.00,0,0.00,1,2.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,02,46,0,0.00,46,100.00,2,4.35,44,95.65,21,45.65,25,54.35,0,0.00,0,0.00,46,100.00,0,0.00,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,03,46,0,0.00,46,100.00,1,2.17,45,97.83,24,52.17,22,47.83,0,0.00,0,0.00,44,95.65,2,4.35,0,0.00,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,04,33,0,0.00,33,100.00,2,6.06,31,93.94,14,42.42,19,57.58,0,0.00,0,0.00,30,90.91,1,3.03,2,6.06,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,05,40,0,0.00,40,100.00,8,20.00,32,80.00,20,50.00,20,50.00,0,0.00,0,0.00,39,97.50,0,0.00,1,2.50,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,06,50,0,0.00,50,100.00,16,32.00,34,68.00,28,56.00,22,44.00,0,0.00,0,0.00,44,88.00,2,4.00,3,6.00,0,0.00,1,2.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,07,41,0,0.00,41,100.00,14,34.15,27,65.85,16,39.02,25,60.98,0,0.00,0,0.00,39,95.12,1,2.44,1,2.44,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,08,41,0,0.00,41,100.00,4,9.76,37,90.24,19,46.34,22,53.66,0,0.00,0,0.00,39,95.12,1,2.44,1,2.44,0,0.00,0,0.00,
2019-2020,District,District,149,Rudolph Blankenburg School,Acceleration,All Grades,397,0,0.00,397,100.00,55,13.85,342,86.15,184,46.35,213,53.65,0,0.00,0,0.00,375,94.46,9,2.27,9,2.27,0,0.00,4,1.01,100.00
2019-2020,District,District,158,Middle Years Alternative School,Network 2,05,26,0,0.00,26,100.00,3,11.54,23,88.46,18,69.23,8,30.77,0,0.00,4,15.38,20,76.92,0,0.00,1,3.85,0,0.00,1,3.85,
2019-2020,District,District,158,Middle Years Alternative School,Network 2,06,63,5,7.94,58,92.06,7,11.11,56,88.89,30,47.62,33,52.38,0,0.00,9,14.29,47,74.60,2,3.17,3,4.76,0,0.00,2,3.17,
2019-2020,District,District,158,Middle Years Alternative School,Network 2,07,91,8,8.79,83,91.21,13,14.29,78,85.71,51,56.04,40,43.96,1,1.10,10,10.99,75,82.42,1,1.10,3,3.30,0,0.00,1,1.10,
2019-2020,District,District,158,Middle Years Alternative School,Network 2,08,78,10,12.82,68,87.18,15,19.23,63,80.77,38,48.72,40,51.28,0,0.00,10,12.82,60,76.92,4,5.13,3,3.85,0,0.00,1,1.28,
2019-2020,District,District,158,Middle Years Alternative School,Network 2,All Grades,258,23,8.91,235,91.09,38,14.73,220,85.27,137,53.10,121,46.90,1,0.39,33,12.79,202,78.29,7,2.71,10,3.88,0,0.00,5,1.94,100.00
2019-2020,District,District,200,South Philadelphia High School,Network 13,09,189,44,23.28,145,76.72,77,40.74,112,59.26,81,42.86,108,57.14,0,0.00,20,10.58,92,48.68,46,24.34,15,7.94,1,0.53,15,7.94,
2019-2020,District,District,200,South Philadelphia High School,Network 13,10,165,65,39.39,100,60.61,34,20.61,131,79.39,60,36.36,105,63.64,0,0.00,25,15.15,83,50.30,44,26.67,3,1.82,0,0.00,10,6.06,
2019-2020,District,District,200,South Philadelphia High School,Network 13,11,140,36,25.71,104,74.29,40,28.57,100,71.43,60,42.86,80,57.14,0,0.00,23,16.43,61,43.57,32,22.86,12,8.57,0,0.00,12,8.57,
2019-2020,District,District,200,South Philadelphia High School,Network 13,12,113,27,23.89,86,76.11,48,42.48,65,57.52,49,43.36,64,56.64,0,0.00,16,14.16,62,54.87,15,13.27,3,2.65,0,0.00,17,15.04,
2019-2020,District,District,200,South Philadelphia High School,Network 13,All Grades,607,172,28.34,435,71.66,199,32.78,408,67.22,250,41.19,357,58.81,0,0.00,84,13.84,298,49.09,137,22.57,33,5.44,1,0.16,54,8.90,100.00
2019-2020,District,District,201,Benjamin Franklin High School,Network 4,09,132,6,4.55,126,95.45,63,47.73,69,52.27,39,29.55,93,70.45,0,0.00,1,0.76,112,84.85,11,8.33,6,4.55,0,0.00,2,1.52,
2019-2020,District,District,201,Benjamin Franklin High School,Network 4,10,93,8,8.60,85,91.40,47,50.54,46,49.46,26,27.96,67,72.04,0,0.00,5,5.38,69,74.19,11,11.83,5,5.38,0,0.00,3,3.23,
2019-2020,District,District,201,Benjamin Franklin High School,Network 4,11,83,4,4.82,79,95.18,33,39.76,50,60.24,27,32.53,56,67.47,0,0.00,0,0.00,72,86.75,7,8.43,3,3.61,0,0.00,1,1.20,
2019-2020,District,District,201,Benjamin Franklin High School,Network 4,12,66,9,13.64,57,86.36,24,36.36,42,63.64,27,40.91,39,59.09,0,0.00,2,3.03,52,78.79,7,10.61,3,4.55,0,0.00,2,3.03,
2019-2020,District,District,201,Benjamin Franklin High School,Network 4,All Grades,374,27,7.22,347,92.78,167,44.65,207,55.35,119,31.82,255,68.18,0,0.00,8,2.14,305,81.55,36,9.63,17,4.55,0,0.00,8,2.14,100.00
2019-2020,District,District,202,High School for Creative and Performing Arts,Network 1,09,198,6,3.03,192,96.97,6,3.03,192,96.97,153,77.27,45,22.73,0,0.00,17,8.59,92,46.46,29,14.65,14,7.07,0,0.00,46,23.23,
2019-2020,District,District,202,High School for Creative and Performing Arts,Network 1,10,196,3,1.53,193,98.47,8,4.08,188,95.92,140,71.43,56,28.57,0,0.00,12,6.12,90,45.92,27,13.78,5,2.55,0,0.00,62,31.63,
2019-2020,District,District,202,High School for Creative and Performing Arts,Network 1,11,172,0,0.00,172,100.00,7,4.07,165,95.93,128,74.42,44,25.58,0,0.00,9,5.23,105,61.05,17,9.88,7,4.07,1,0.58,33,19.19,
2019-2020,District,District,202,High School for Creative and Performing Arts,Network 1,12,170,2,1.18,168,98.82,8,4.71,162,95.29,126,74.12,44,25.88,0,0.00,11,6.47,106,62.35,13,7.65,3,1.76,0,0.00,37,21.76,
2019-2020,District,District,202,High School for Creative and Performing Arts,Network 1,All Grades,736,11,1.49,725,98.51,29,3.94,707,96.06,547,74.32,189,25.68,0,0.00,49,6.66,393,53.40,86,11.68,29,3.94,1,0.14,178,24.18,58.91
2019-2020,District,District,205,Science Leadership Academy Middle School,Innovation,05,82,0,0.00,82,100.00,13,15.85,69,84.15,36,43.90,46,56.10,0,0.00,6,7.32,48,58.54,3,3.66,7,8.54,0,0.00,18,21.95,
2019-2020,District,District,205,Science Leadership Academy Middle School,Innovation,06,94,1,1.06,93,98.94,12,12.77,82,87.23,44,46.81,50,53.19,1,1.06,7,7.45,62,65.96,5,5.32,8,8.51,0,0.00,11,11.70,
2019-2020,District,District,205,Science Leadership Academy Middle School,Innovation,07,89,1,1.12,88,98.88,19,21.35,70,78.65,44,49.44,45,50.56,1,1.12,4,4.49,58,65.17,3,3.37,9,10.11,0,0.00,14,15.73,
2019-2020,District,District,205,Science Leadership Academy Middle School,Innovation,08,91,0,0.00,91,100.00,10,10.99,81,89.01,53,58.24,38,41.76,1,1.10,5,5.49,56,61.54,6,6.59,10,10.99,0,0.00,13,14.29,
